flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB101,2024-12-07,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,435,6960,6080,0.98,4.5
AB102,2024-12-07,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,432,6912,6020,0.98,4.52
AB201,2024-12-07,KUL,BKK,TN-ZNA,Airbus A330-300,14500,230,540,9720,21240,0.98,4.52
AB401,2024-12-07,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,400,7200,44400,0.98,4.85
AB101,2024-12-08,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,438,7008,6100,0.98,4.52
AB102,2024-12-08,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,435,6960,6040,0.98,4.55
AB201,2024-12-08,KUL,BKK,TN-ZNA,Airbus A330-300,14500,232,542,9756,21280,0.98,4.55
AB301,2024-12-08,SIN,HKG,TN-ZND,Airbus A330-200,13200,150,398,7164,30420,0.98,4.85
AB101,2024-12-09,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,440,7040,6120,0.98,4.55
AB102,2024-12-09,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,438,7008,6060,0.98,4.58
AB201,2024-12-09,KUL,BKK,TN-ZNA,Airbus A330-300,14500,234,545,9810,21320,0.98,4.58
AB501,2024-12-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,104,290,4640,6400,0.98,2.9
AB101,2024-12-10,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,442,7072,6140,0.98,4.58
AB102,2024-12-10,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,440,7040,6080,0.98,4.6
AB201,2024-12-10,KUL,BKK,TN-ZNA,Airbus A330-300,14500,236,548,9864,21360,0.98,4.6
AB401,2024-12-10,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,402,7236,44450,0.98,4.88
AB301,2024-12-11,SIN,HKG,TN-ZND,Airbus A330-200,13200,152,400,7200,30480,0.98,4.88
AB101,2024-12-11,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,445,7120,6160,0.98,4.6
AB102,2024-12-11,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,442,7072,6100,0.98,4.62
AB201,2024-12-11,KUL,BKK,TN-ZNA,Airbus A330-300,14500,238,550,9900,21400,0.98,4.62
AB501,2024-12-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,106,292,4672,6440,0.98,2.92
AB101,2024-12-12,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,448,7168,6180,0.98,4.62
AB102,2024-12-12,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,445,7120,6120,0.98,4.65
AB201,2024-12-12,KUL,BKK,TN-ZNA,Airbus A330-300,14500,240,552,9936,21440,0.98,4.65
AB401,2024-12-12,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,405,7290,44500,0.98,4.9
AB101,2024-12-13,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,450,7200,6200,0.98,4.65
AB102,2024-12-13,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,448,7168,6140,0.98,4.68
AB201,2024-12-13,KUL,BKK,TN-ZNA,Airbus A330-300,14500,242,555,9990,21480,0.98,4.68
AB301,2024-12-13,SIN,HKG,TN-ZND,Airbus A330-200,13200,154,402,7236,30540,0.98,4.9
AB501,2024-12-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,108,295,4720,6480,0.98,2.95
AB101,2024-12-14,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,452,7232,6220,0.98,4.68
AB102,2024-12-14,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,450,7200,6160,0.98,4.7
AB201,2024-12-14,KUL,BKK,TN-ZNA,Airbus A330-300,14500,244,558,10044,21520,0.98,4.7
AB401,2024-12-14,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,408,7344,44550,0.98,4.92
AB101,2024-12-15,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,455,7280,6240,0.98,4.7
AB102,2024-12-15,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,452,7232,6180,0.98,4.72
AB201,2024-12-15,KUL,BKK,TN-ZNA,Airbus A330-300,14500,246,560,10080,21560,0.98,4.72
AB301,2024-12-15,SIN,HKG,TN-ZND,Airbus A330-200,13200,156,405,7290,30600,0.98,4.92
AB101,2024-12-16,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,458,7328,6260,0.98,4.72
AB102,2024-12-16,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,455,7280,6200,0.98,4.75
AB201,2024-12-16,KUL,BKK,TN-ZNA,Airbus A330-300,14500,248,562,10116,21600,0.98,4.75
AB501,2024-12-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,110,298,4768,6520,0.98,2.98
AB101,2024-12-17,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,460,7360,6280,0.98,4.75
AB102,2024-12-17,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,458,7328,6220,0.98,4.78
AB201,2024-12-17,KUL,BKK,TN-ZNA,Airbus A330-300,14500,250,565,10170,21640,0.98,4.78
AB401,2024-12-17,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,410,7380,44600,0.98,4.95
AB301,2024-12-18,SIN,HKG,TN-ZND,Airbus A330-200,13200,158,408,7344,30660,0.98,4.95
AB101,2024-12-18,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,462,7392,6300,0.98,4.78
AB102,2024-12-18,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,460,7360,6240,0.98,4.8
AB201,2024-12-18,KUL,BKK,TN-ZNA,Airbus A330-300,14500,252,568,10224,21680,0.98,4.8
AB501,2024-12-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,112,300,4800,6560,0.98,3
AB101,2024-12-19,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,465,7440,6320,0.98,4.8
AB102,2024-12-19,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,462,7392,6260,0.98,4.82
AB201,2024-12-19,KUL,BKK,TN-ZNA,Airbus A330-300,14500,254,570,10260,21720,0.98,4.82
AB401,2024-12-19,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,412,7416,44650,0.98,4.98
AB101,2024-12-20,KUL,SIN,TN-ZNB,Boeing 737-800,1750,47,468,7488,6340,0.98,4.75
AB102,2024-12-20,SIN,KUL,TN-ZZB,Boeing 737-800,1800,49,465,7440,6280,0.98,4.78
AB201,2024-12-20,KUL,BKK,TN-ZNA,Airbus A330-300,14300,250,572,10296,21760,0.98,4.78
AB301,2024-12-20,SIN,HKG,TN-ZND,Airbus A330-200,13100,156,410,7380,30720,0.98,4.95
AB501,2024-12-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,110,302,4832,6600,0.98,3.02
AB101,2024-12-21,KUL,SIN,TN-ZNB,Boeing 737-800,1700,45,470,7520,6360,0.98,4.7
AB102,2024-12-21,SIN,KUL,TN-ZZB,Boeing 737-800,1750,47,468,7488,6300,0.98,4.72
AB201,2024-12-21,KUL,BKK,TN-ZNA,Airbus A330-300,14100,246,575,10350,21800,0.98,4.72
AB401,2024-12-21,KUL,PVG,TN-ZFB,Airbus A330-300,14600,133,415,7470,44700,0.98,4.92
AB101,2024-12-22,KUL,SIN,TN-ZNB,Boeing 737-800,1650,43,472,7552,6380,0.98,4.65
AB102,2024-12-22,SIN,KUL,TN-ZZB,Boeing 737-800,1700,45,470,7520,6320,0.98,4.68
AB201,2024-12-22,KUL,BKK,TN-ZNA,Airbus A330-300,13900,242,578,10404,21840,0.98,4.68
AB301,2024-12-22,SIN,HKG,TN-ZND,Airbus A330-200,13000,154,412,7416,30780,0.98,4.9
AB101,2024-12-23,KUL,SIN,TN-ZNB,Boeing 737-800,1600,41,475,7600,6400,0.98,4.6
AB102,2024-12-23,SIN,KUL,TN-ZZB,Boeing 737-800,1650,43,472,7552,6340,0.98,4.62
AB201,2024-12-23,KUL,BKK,TN-ZNA,Airbus A330-300,13700,238,580,10440,21880,0.98,4.62
AB501,2024-12-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,108,305,4880,6640,0.98,3.05
AB101,2024-12-24,KUL,SIN,TN-ZNB,Boeing 737-800,1550,39,478,7648,6420,0.98,4.55
AB102,2024-12-24,SIN,KUL,TN-ZZB,Boeing 737-800,1600,41,475,7600,6360,0.98,4.58
AB201,2024-12-24,KUL,BKK,TN-ZNA,Airbus A330-300,13500,234,582,10476,21920,0.98,4.58
AB401,2024-12-24,KUL,PVG,TN-ZFB,Airbus A330-300,14400,131,418,7524,44750,0.98,4.88
AB301,2024-12-25,SIN,HKG,TN-ZND,Airbus A330-200,12900,152,415,7470,30840,0.98,4.85
AB101,2024-12-25,KUL,SIN,TN-ZNB,Boeing 737-800,1500,37,480,7680,6440,0.98,4.5
AB102,2024-12-25,SIN,KUL,TN-ZZB,Boeing 737-800,1550,39,478,7648,6380,0.98,4.52
AB201,2024-12-25,KUL,BKK,TN-ZNA,Airbus A330-300,13300,230,585,10530,21960,0.98,4.52
AB501,2024-12-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,2020,106,308,4928,6680,0.98,3.08
AB101,2024-12-26,KUL,SIN,TN-ZNB,Boeing 737-800,1480,36,482,7712,6460,0.98,4.52
AB102,2024-12-26,SIN,KUL,TN-ZZB,Boeing 737-800,1530,38,480,7680,6400,0.98,4.55
AB201,2024-12-26,KUL,BKK,TN-ZNA,Airbus A330-300,13400,232,588,10584,22000,0.98,4.55
AB401,2024-12-26,KUL,PVG,TN-ZFB,Airbus A330-300,14500,132,420,7560,44800,0.98,4.9
AB101,2024-12-27,KUL,SIN,TN-ZNB,Boeing 737-800,1500,37,485,7760,6480,0.98,4.55
AB102,2024-12-27,SIN,KUL,TN-ZZB,Boeing 737-800,1550,39,482,7712,6420,0.98,4.58
AB201,2024-12-27,KUL,BKK,TN-ZNA,Airbus A330-300,13500,234,590,10620,22040,0.98,4.58
AB301,2024-12-27,SIN,HKG,TN-ZND,Airbus A330-200,13000,154,418,7524,30900,0.98,4.88
AB501,2024-12-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,108,310,4960,6720,0.98,3.1
AB101,2024-12-28,KUL,SIN,TN-ZNB,Boeing 737-800,1520,38,488,7808,6500,0.98,4.58
AB102,2024-12-28,SIN,KUL,TN-ZZB,Boeing 737-800,1570,40,485,7760,6440,0.98,4.6
AB201,2024-12-28,KUL,BKK,TN-ZNA,Airbus A330-300,13600,236,592,10656,22080,0.98,4.6
AB401,2024-12-28,KUL,PVG,TN-ZFB,Airbus A330-300,14600,133,422,7596,44850,0.98,4.92
AB101,2024-12-29,KUL,SIN,TN-ZNB,Boeing 737-800,1540,39,490,7840,6520,0.98,4.6
AB102,2024-12-29,SIN,KUL,TN-ZZB,Boeing 737-800,1590,41,488,7808,6460,0.98,4.62
AB201,2024-12-29,KUL,BKK,TN-ZNA,Airbus A330-300,13700,238,595,10710,22120,0.98,4.62
AB301,2024-12-29,SIN,HKG,TN-ZND,Airbus A330-200,13100,156,420,7560,30960,0.98,4.9
AB101,2024-12-30,KUL,SIN,TN-ZNB,Boeing 737-800,1560,40,492,7872,6540,0.98,4.62
AB102,2024-12-30,SIN,KUL,TN-ZZB,Boeing 737-800,1610,42,490,7840,6480,0.98,4.65
AB201,2024-12-30,KUL,BKK,TN-ZNA,Airbus A330-300,13800,240,598,10764,22160,0.98,4.65
AB501,2024-12-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,110,312,4992,6760,0.98,3.12
AB101,2024-12-31,KUL,SIN,TN-ZNB,Boeing 737-800,1580,41,495,7920,6560,0.98,4.65
AB102,2024-12-31,SIN,KUL,TN-ZZB,Boeing 737-800,1630,43,492,7872,6500,0.98,4.68
AB201,2024-12-31,KUL,BKK,TN-ZNA,Airbus A330-300,13900,242,600,10800,22200,0.98,4.68
AB401,2024-12-31,KUL,PVG,TN-ZFB,Airbus A330-300,14700,134,425,7650,44900,0.98,4.95
