flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB501,2023-11-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,2240,56,228,3420,8460,0.92,3.8
AB101,2023-11-28,KUL,SIN,TN-ZNB,Boeing 737-800,2150,54,253,3795,7850,0.92,4.2
AB102,2023-11-28,KUL,SIN,TN-ZZB,Boeing 737-800,2180,54,256,3840,7820,0.92,4.2
AB201,2023-11-28,KUL,BKK,TN-ZNA,Airbus A330-300,17900,164,489,7335,36300,0.92,4.45
AB401,2023-11-28,KUL,PVG,TN-ZFB,Airbus A330-300,15500,141,386,5790,54050,0.92,4.5
AB301,2023-11-28,SIN,HKG,TN-ZND,Airbus A330-200,14450,129,354,5310,33600,0.92,4.35
AB101,2023-11-29,KUL,SIN,TN-ZNB,Boeing 737-800,2140,53,251,3765,7860,0.91,4.15
AB102,2023-11-29,KUL,SIN,TN-ZZB,Boeing 737-800,2170,54,254,3810,7830,0.91,4.15
AB201,2023-11-29,KUL,BKK,TN-ZNA,Airbus A330-300,17800,163,485,7275,36400,0.91,4.4
AB501,2023-11-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,2220,55,225,3375,8490,0.91,3.75
AB101,2023-11-30,KUL,SIN,TN-ZNB,Boeing 737-800,2130,53,249,3735,7870,0.91,4.15
AB102,2023-11-30,KUL,SIN,TN-ZZB,Boeing 737-800,2160,54,252,3780,7840,0.91,4.15
AB201,2023-11-30,KUL,BKK,TN-ZNA,Airbus A330-300,17700,162,481,7215,36500,0.91,4.4
AB401,2023-11-30,KUL,PVG,TN-ZFB,Airbus A330-300,15400,140,382,5730,54150,0.91,4.45
AB301,2023-11-30,SIN,HKG,TN-ZND,Airbus A330-200,14350,128,350,5250,33700,0.91,4.3
AB101,2023-12-01,KUL,SIN,TN-ZNB,Boeing 737-800,2120,53,247,3705,7880,0.91,4.1
AB102,2023-12-01,KUL,SIN,TN-ZZB,Boeing 737-800,2150,54,250,3750,7850,0.91,4.1
AB201,2023-12-01,KUL,BKK,TN-ZNA,Airbus A330-300,17600,161,477,7155,36600,0.91,4.35
AB501,2023-12-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,2200,55,222,3330,8520,0.91,3.7
AB101,2023-12-02,KUL,SIN,TN-ZNB,Boeing 737-800,2110,53,245,3675,7890,0.91,4.1
AB102,2023-12-02,KUL,SIN,TN-ZZB,Boeing 737-800,2140,53,248,3720,7860,0.91,4.1
AB201,2023-12-02,KUL,BKK,TN-ZNA,Airbus A330-300,17500,160,473,7095,36700,0.91,4.35
AB401,2023-12-02,KUL,PVG,TN-ZFB,Airbus A330-300,15300,139,378,5670,54250,0.91,4.4
AB301,2023-12-02,SIN,HKG,TN-ZND,Airbus A330-200,14250,127,346,5190,33800,0.91,4.25
AB101,2023-12-03,KUL,SIN,TN-ZNB,Boeing 737-800,2100,52,243,3645,7900,0.91,4.05
AB102,2023-12-03,KUL,SIN,TN-ZZB,Boeing 737-800,2130,53,246,3690,7870,0.91,4.05
AB201,2023-12-03,KUL,BKK,TN-ZNA,Airbus A330-300,17400,159,469,7035,36800,0.91,4.3
AB301,2023-12-03,SIN,HKG,TN-ZND,Airbus A330-200,14150,126,342,5130,33900,0.91,4.2
AB101,2023-12-04,KUL,SIN,TN-ZNB,Boeing 737-800,2090,52,241,3615,7910,0.9,4.05
AB102,2023-12-04,KUL,SIN,TN-ZZB,Boeing 737-800,2120,53,244,3660,7880,0.9,4.05
AB201,2023-12-04,KUL,BKK,TN-ZNA,Airbus A330-300,17300,158,465,6975,36900,0.9,4.3
AB501,2023-12-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,2180,54,219,3285,8550,0.9,3.65
AB101,2023-12-05,KUL,SIN,TN-ZNB,Boeing 737-800,2080,52,239,3585,7920,0.9,4
AB102,2023-12-05,KUL,SIN,TN-ZZB,Boeing 737-800,2110,53,242,3630,7890,0.9,4
AB201,2023-12-05,KUL,BKK,TN-ZNA,Airbus A330-300,17200,157,461,6915,37000,0.9,4.25
AB401,2023-12-05,KUL,PVG,TN-ZFB,Airbus A330-300,15200,138,374,5610,54350,0.9,4.35
AB301,2023-12-05,SIN,HKG,TN-ZND,Airbus A330-200,14050,125,338,5070,34000,0.9,4.15
AB101,2023-12-06,KUL,SIN,TN-ZNB,Boeing 737-800,2070,52,237,3555,7930,0.9,4
AB102,2023-12-06,KUL,SIN,TN-ZZB,Boeing 737-800,2100,52,240,3600,7900,0.9,4
AB201,2023-12-06,KUL,BKK,TN-ZNA,Airbus A330-300,17100,157,457,6855,37100,0.9,4.25
AB501,2023-12-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,2160,54,216,3240,8580,0.9,3.6
AB101,2023-12-07,KUL,SIN,TN-ZNB,Boeing 737-800,2060,51,235,3525,7940,0.9,3.95
AB102,2023-12-07,KUL,SIN,TN-ZZB,Boeing 737-800,2090,52,238,3570,7910,0.9,3.95
AB201,2023-12-07,KUL,BKK,TN-ZNA,Airbus A330-300,17000,156,453,6795,37200,0.9,4.2
AB401,2023-12-07,KUL,PVG,TN-ZFB,Airbus A330-300,15100,137,370,5550,54450,0.9,4.3
AB301,2023-12-07,SIN,HKG,TN-ZND,Airbus A330-200,13950,124,334,5010,34100,0.9,4.1
AB101,2023-12-08,KUL,SIN,TN-ZNB,Boeing 737-800,2050,51,233,3495,7950,0.9,3.95
AB102,2023-12-08,KUL,SIN,TN-ZZB,Boeing 737-800,2080,52,236,3540,7920,0.9,3.95
AB201,2023-12-08,KUL,BKK,TN-ZNA,Airbus A330-300,16900,155,449,6735,37300,0.9,4.2
AB501,2023-12-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,2140,53,213,3195,8610,0.9,3.55
AB101,2023-12-09,KUL,SIN,TN-ZNB,Boeing 737-800,2040,51,231,3465,7960,0.89,3.9
AB102,2023-12-09,KUL,SIN,TN-ZZB,Boeing 737-800,2070,52,234,3510,7930,0.89,3.9
AB201,2023-12-09,KUL,BKK,TN-ZNA,Airbus A330-300,16800,154,445,6675,37400,0.89,4.15
AB401,2023-12-09,KUL,PVG,TN-ZFB,Airbus A330-300,15000,136,366,5490,54550,0.89,4.25
AB301,2023-12-09,SIN,HKG,TN-ZND,Airbus A330-200,13850,123,330,4950,34200,0.89,4.05
AB101,2023-12-10,KUL,SIN,TN-ZNB,Boeing 737-800,2030,50,229,3435,7970,0.89,3.9
AB102,2023-12-10,KUL,SIN,TN-ZZB,Boeing 737-800,2060,51,232,3480,7940,0.89,3.9
AB201,2023-12-10,KUL,BKK,TN-ZNA,Airbus A330-300,16700,153,441,6615,37500,0.89,4.15
AB301,2023-12-10,SIN,HKG,TN-ZND,Airbus A330-200,13750,123,326,4890,34300,0.89,4
AB101,2023-12-11,KUL,SIN,TN-ZNB,Boeing 737-800,2020,50,227,3405,7980,0.89,3.85
AB102,2023-12-11,KUL,SIN,TN-ZZB,Boeing 737-800,2050,51,230,3450,7950,0.89,3.85
AB201,2023-12-11,KUL,BKK,TN-ZNA,Airbus A330-300,16600,152,437,6555,37600,0.89,4.1
AB501,2023-12-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2120,53,210,3150,8640,0.89,3.5
AB101,2023-12-12,KUL,SIN,TN-ZNB,Boeing 737-800,2010,50,225,3375,7990,0.89,3.85
AB102,2023-12-12,KUL,SIN,TN-ZZB,Boeing 737-800,2040,51,228,3420,7960,0.89,3.85
AB201,2023-12-12,KUL,BKK,TN-ZNA,Airbus A330-300,16500,151,433,6495,37700,0.89,4.1
AB401,2023-12-12,KUL,PVG,TN-ZFB,Airbus A330-300,14900,136,362,5430,54650,0.89,4.2
AB301,2023-12-12,SIN,HKG,TN-ZND,Airbus A330-200,13650,122,322,4830,34400,0.89,3.95
AB101,2023-12-13,KUL,SIN,TN-ZNB,Boeing 737-800,2000,50,223,3345,8000,0.89,3.8
AB102,2023-12-13,KUL,SIN,TN-ZZB,Boeing 737-800,2030,50,226,3390,7970,0.89,3.8
AB201,2023-12-13,KUL,BKK,TN-ZNA,Airbus A330-300,16400,150,429,6435,37800,0.89,4.05
AB501,2023-12-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,52,207,3105,8670,0.89,3.45
AB101,2023-12-14,KUL,SIN,TN-ZNB,Boeing 737-800,1990,49,221,3315,8010,0.88,3.8
AB102,2023-12-14,KUL,SIN,TN-ZZB,Boeing 737-800,2020,50,224,3360,7980,0.88,3.8
AB201,2023-12-14,KUL,BKK,TN-ZNA,Airbus A330-300,16300,149,425,6375,37900,0.88,4.05
AB401,2023-12-14,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,358,5370,54750,0.88,4.15
AB301,2023-12-14,SIN,HKG,TN-ZND,Airbus A330-200,13550,121,318,4770,34500,0.88,3.9
AB101,2023-12-15,KUL,SIN,TN-ZNB,Boeing 737-800,1980,49,219,3285,8020,0.88,3.75
AB102,2023-12-15,KUL,SIN,TN-ZZB,Boeing 737-800,2010,50,222,3330,7990,0.88,3.75
AB201,2023-12-15,KUL,BKK,TN-ZNA,Airbus A330-300,16200,148,421,6315,38000,0.88,4
AB501,2023-12-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,52,204,3060,8700,0.88,3.4
AB101,2023-12-16,KUL,SIN,TN-ZNB,Boeing 737-800,1970,49,217,3255,8030,0.88,3.75
AB102,2023-12-16,KUL,SIN,TN-ZZB,Boeing 737-800,2000,50,220,3300,8000,0.88,3.75
AB201,2023-12-16,KUL,BKK,TN-ZNA,Airbus A330-300,16100,147,417,6255,38100,0.88,4
AB401,2023-12-16,KUL,PVG,TN-ZFB,Airbus A330-300,14700,134,354,5310,54850,0.88,4.1
AB301,2023-12-16,SIN,HKG,TN-ZND,Airbus A330-200,13450,120,314,4710,34600,0.88,3.85
AB101,2023-12-17,KUL,SIN,TN-ZNB,Boeing 737-800,1960,48,215,3225,8040,0.88,3.7
AB102,2023-12-17,KUL,SIN,TN-ZZB,Boeing 737-800,1990,49,218,3270,8010,0.88,3.7
AB201,2023-12-17,KUL,BKK,TN-ZNA,Airbus A330-300,16000,146,413,6195,38200,0.88,3.95
AB301,2023-12-17,SIN,HKG,TN-ZND,Airbus A330-200,13350,119,310,4650,34700,0.88,3.8
AB101,2023-12-18,KUL,SIN,TN-ZNB,Boeing 737-800,1950,48,213,3195,8050,0.87,3.7
AB102,2023-12-18,KUL,SIN,TN-ZZB,Boeing 737-800,1980,49,216,3240,8020,0.87,3.7
AB201,2023-12-18,KUL,BKK,TN-ZNA,Airbus A330-300,15900,145,409,6135,38300,0.87,3.95
AB501,2023-12-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2060,51,201,3015,8730,0.87,3.35
AB101,2023-12-19,KUL,SIN,TN-ZNB,Boeing 737-800,1940,48,211,3165,8060,0.87,3.65
AB102,2023-12-19,KUL,SIN,TN-ZZB,Boeing 737-800,1970,49,214,3210,8030,0.87,3.65
AB201,2023-12-19,KUL,BKK,TN-ZNA,Airbus A330-300,15800,144,405,6075,38400,0.87,3.9
AB401,2023-12-19,KUL,PVG,TN-ZFB,Airbus A330-300,14600,133,350,5250,54950,0.87,4.05
AB301,2023-12-19,SIN,HKG,TN-ZND,Airbus A330-200,13250,118,306,4590,34800,0.87,3.75
AB101,2023-12-20,KUL,SIN,TN-ZNB,Boeing 737-800,1930,47,209,3135,8070,0.87,3.65
AB102,2023-12-20,KUL,SIN,TN-ZZB,Boeing 737-800,1960,48,212,3180,8040,0.87,3.65
AB201,2023-12-20,KUL,BKK,TN-ZNA,Airbus A330-300,15700,144,401,6015,38500,0.87,3.9
AB501,2023-12-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2040,51,198,2970,8760,0.87,3.3
AB101,2023-12-21,KUL,SIN,TN-ZNB,Boeing 737-800,1910,47,205,3075,8090,0.87,3.6
AB102,2023-12-21,KUL,SIN,TN-ZZB,Boeing 737-800,1940,48,208,3120,8060,0.87,3.6
AB201,2023-12-21,KUL,BKK,TN-ZNA,Airbus A330-300,15500,142,395,5925,38700,0.87,3.85
AB401,2023-12-21,KUL,PVG,TN-ZFB,Airbus A330-300,14450,132,344,5160,55100,0.87,4
AB301,2023-12-21,SIN,HKG,TN-ZND,Airbus A330-200,13100,117,300,4500,34950,0.87,3.7
AB101,2023-12-22,KUL,SIN,TN-ZNB,Boeing 737-800,1890,46,201,3015,8110,0.86,3.55
AB102,2023-12-22,KUL,SIN,TN-ZZB,Boeing 737-800,1920,47,204,3060,8080,0.86,3.55
AB201,2023-12-22,KUL,BKK,TN-ZNA,Airbus A330-300,15300,140,389,5835,38900,0.86,3.8
AB501,2023-12-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,2010,50,194,2910,8800,0.86,3.25
AB101,2023-12-23,KUL,SIN,TN-ZNB,Boeing 737-800,1870,46,197,2955,8130,0.86,3.5
AB102,2023-12-23,KUL,SIN,TN-ZZB,Boeing 737-800,1900,47,200,3000,8100,0.86,3.5
AB201,2023-12-23,KUL,BKK,TN-ZNA,Airbus A330-300,15100,138,383,5745,39100,0.86,3.75
AB401,2023-12-23,KUL,PVG,TN-ZFB,Airbus A330-300,14300,130,338,5070,55250,0.86,3.95
AB301,2023-12-23,SIN,HKG,TN-ZND,Airbus A330-200,12950,116,294,4410,35100,0.86,3.65
AB101,2023-12-24,KUL,SIN,TN-ZNB,Boeing 737-800,1850,45,193,2895,8150,0.86,3.45
AB102,2023-12-24,KUL,SIN,TN-ZZB,Boeing 737-800,1880,46,196,2940,8120,0.86,3.45
AB201,2023-12-24,KUL,BKK,TN-ZNA,Airbus A330-300,14900,136,377,5655,39300,0.86,3.7
AB301,2023-12-24,SIN,HKG,TN-ZND,Airbus A330-200,12800,114,288,4320,35250,0.86,3.6
AB101,2023-12-25,KUL,SIN,TN-ZNB,Boeing 737-800,1820,44,188,2820,8180,0.85,3.4
AB102,2023-12-25,KUL,SIN,TN-ZZB,Boeing 737-800,1850,45,191,2865,8150,0.85,3.4
AB201,2023-12-25,KUL,BKK,TN-ZNA,Airbus A330-300,14600,133,368,5520,39600,0.85,3.6
AB501,2023-12-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,1970,49,188,2820,8860,0.85,3.15
AB101,2023-12-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,44,185,2775,8200,0.85,3.35
AB102,2023-12-26,KUL,SIN,TN-ZZB,Boeing 737-800,1830,45,188,2820,8170,0.85,3.35
AB201,2023-12-26,KUL,BKK,TN-ZNA,Airbus A330-300,14400,132,362,5430,39800,0.85,3.55
AB401,2023-12-26,KUL,PVG,TN-ZFB,Airbus A330-300,14100,128,330,4950,55450,0.85,3.85
AB301,2023-12-26,SIN,HKG,TN-ZND,Airbus A330-200,12600,112,280,4200,35450,0.85,3.5
AB101,2023-12-27,KUL,SIN,TN-ZNB,Boeing 737-800,1780,43,182,2730,8220,0.85,3.3
AB102,2023-12-27,KUL,SIN,TN-ZZB,Boeing 737-800,1810,44,185,2775,8190,0.85,3.3
AB201,2023-12-27,KUL,BKK,TN-ZNA,Airbus A330-300,14200,130,356,5340,40000,0.85,3.5
AB501,2023-12-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,48,184,2760,8900,0.85,3.1
AB101,2023-12-28,KUL,SIN,TN-ZNB,Boeing 737-800,1760,43,179,2685,8240,0.85,3.25
AB102,2023-12-28,KUL,SIN,TN-ZZB,Boeing 737-800,1790,44,182,2730,8210,0.85,3.25
AB201,2023-12-28,KUL,BKK,TN-ZNA,Airbus A330-300,14000,128,350,5250,40200,0.85,3.45
AB401,2023-12-28,KUL,PVG,TN-ZFB,Airbus A330-300,13900,126,324,4860,55600,0.85,3.8
AB301,2023-12-28,SIN,HKG,TN-ZND,Airbus A330-200,12400,111,274,4110,35600,0.85,3.45
AB101,2023-12-29,KUL,SIN,TN-ZNB,Boeing 737-800,1740,42,176,2640,8260,0.84,3.2
AB102,2023-12-29,KUL,SIN,TN-ZZB,Boeing 737-800,1770,43,179,2685,8230,0.84,3.2
AB201,2023-12-29,KUL,BKK,TN-ZNA,Airbus A330-300,13800,126,344,5160,40400,0.84,3.4
AB501,2023-12-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,1910,48,180,2700,8940,0.84,3.05
AB101,2023-12-30,KUL,SIN,TN-ZNB,Boeing 737-800,1720,42,173,2595,8280,0.84,3.15
AB102,2023-12-30,KUL,SIN,TN-ZZB,Boeing 737-800,1750,43,176,2640,8250,0.84,3.15
AB201,2023-12-30,KUL,BKK,TN-ZNA,Airbus A330-300,13600,124,338,5070,40600,0.84,3.35
AB401,2023-12-30,KUL,PVG,TN-ZFB,Airbus A330-300,13700,125,318,4770,55750,0.84,3.75
AB301,2023-12-30,SIN,HKG,TN-ZND,Airbus A330-200,12200,109,268,4020,35750,0.84,3.4
AB101,2023-12-31,KUL,SIN,TN-ZNB,Boeing 737-800,1700,41,170,2550,8300,0.84,3.1
AB102,2023-12-31,KUL,SIN,TN-ZZB,Boeing 737-800,1730,42,173,2595,8270,0.84,3.1
AB201,2023-12-31,KUL,BKK,TN-ZNA,Airbus A330-300,13400,122,332,4980,40800,0.84,3.3
AB301,2023-12-31,SIN,HKG,TN-ZND,Airbus A330-200,12000,107,262,3930,35900,0.84,3.35
